year,state,male_officer,male_civilian,female_officer,female_civilian
1985,NH,1622,150,63,314
1985,NJ,23884,1956,832,3634
1985,NM,2648,556,203,1025
1985,NV,2277,189,201,769
1985,NY,50606,4026,3207,7068
1985,OH,17559,1555,1249,3261
1985,OK,5581,760,340,1419
1985,OR,4058,207,199,1124
1985,OT,0,0,0,0
1985,PA,21641,1569,1087,2042
1985,PR,0,0,0,0
1985,RI,2055,223,47,206
1985,SC,5379,427,323,1024
1985,SD,899,130,45,197
1985,TN,7856,1249,470,1945
1985,TX,29424,4582,2712,8771
1985,UT,2629,404,96,712
1985,VA,10407,698,894,2047
1985,VI,0,0,0,0
1985,VT,738,89,39,190
1985,WA,6229,956,325,1693
1985,WI,9435,689,674,1525
1985,WV,2623,545,103,653
1985,WY,1279,127,90,427
1986,AK,957,298,74,436
1986,AL,6832,1222,501,1846
1986,AR,3324,482,206,807
1986,AS,0,0,0,0
1986,AZ,6350,1975,439,2468
1986,CA,48881,7274,4100,15598
1986,CO,6616,695,734,1877
1986,CT,6441,543,339,950
1986,CZ,0,0,0,0
1986,DC,3348,240,529,297
1986,DE,1146,88,52,193
1986,FL,22635,6909,2240,8847
1986,FS,0,0,0,0
1986,GA,11618,1142,1289,2670
1986,GM,0,0,0,0
1986,HI,2391,208,128,308
1986,IA,3939,472,155,1024
1986,ID,1679,69,255,338
1986,IL,25733,2438,1850,4245
1986,IN,8088,1421,572,1842
1986,KS,4257,564,366,1074
1986,KY,4906,799,358,934
1986,LA,9694,729,1828,1200
1986,MA,13335,781,599,1380
1986,MD,10465,1151,913,1866
1986,ME,1781,268,52,315
1986,MI,17745,1857,1709,3199
1986,MN,5886,773,258,1183
1986,MO,8630,1552,661,1859
1986,MP,0,0,0,0
1986,MS,3495,507,283,899
1986,MT,1360,224,36,432
1986,NB,2498,288,146,711
1986,NC,10800,1220,1065,1734
1986,ND,872,93,84,173
1986,NH,1711,130,74,342
1986,NJ,24419,2050,862,3803
1986,NM,2716,512,198,1035
1986,NV,2304,203,213,810
1986,NY,51667,4123,3786,7467
1986,OH,17336,1974,1256,3431
1986,OK,5527,802,328,1344
1986,OR,4033,219,226,1164
1986,OT,0,0,0,0
1986,PA,21369,1539,1176,2043
1986,PR,0,0,0,0
1986,RI,2053,220,54,212
1986,SC,5620,433,376,1094
1986,SD,913,145,48,187
1986,TN,7964,1272,497,2114
1986,TX,31242,4441,2808,8928
1986,UT,2647,351,117,671
1986,VA,10690,737,923,2177
1986,VI,0,0,0,0
1986,VT,731,90,41,204
1986,WA,6323,949,363,1788
1986,WI,9376,727,666,1609
1986,WV,2573,573,101,598
1986,WY,1223,139,94,434
1987,AK,898,182,66,349
1987,AL,6824,1213,496,1914
1987,AR,3198,612,144,851
1987,AS,0,0,0,0
1987,AZ,6500,2017,491,2585
1987,CA,49143,7190,4328,15635
1987,CO,6682,636,745,2050
1987,CT,6797,507,380,1009
1987,CZ,0,0,0,0
1987,DC,3336,242,573,377
1987,DE,1189,94,62,206
1987,FL,23986,6811,2457,9722
1987,FS,0,0,0,0
1987,GA,12224,1337,1482,2844
1987,GM,0,0,0,0
1987,HI,2461,154,150,381
1987,IA,3925,491,168,1063
1987,ID,1724,82,242,397
1987,IL,25807,2341,2056,4265
1987,IN,8055,1535,595,1942
1987,KS,4443,551,407,1102
1987,KY,4941,702,353,984
1987,LA,9897,583,1957,1352
1987,MA,13723,833,672,1419
1987,MD,10513,1171,982,1914
1987,ME,1808,267,64,326
1987,MI,17967,1869,1769,3250
1987,MN,5982,863,280,1312
1987,MO,8589,1540,674,1953
1987,MP,0,0,0,0
1987,MS,3633,528,279,824
1987,MT,1325,229,33,400
1987,NB,2534,282,151,717
1987,NC,11150,1228,1167,1938
1987,ND,879,93,80,181
1987,NH,1772,140,93,369
1987,NJ,25010,1702,935,4335
1987,NM,2777,556,202,1074
1987,NV,2395,208,225,857
1987,NY,51986,4480,3989,8124
1987,OH,17710,2117,1382,3465
1987,OK,5425,833,326,1482
1987,OR,4056,249,255,1123
1987,OT,0,0,0,0
1987,PA,21099,1660,1322,2227
1987,PR,0,0,0,0
1987,RI,2120,226,59,231
1987,SC,5746,568,399,1196
1987,SD,891,186,42,196
1987,TN,8263,1537,531,2138
1987,TX,29943,6424,2581,9654
1987,UT,2604,398,136,603
1987,VA,10941,744,963,2273
1987,VI,0,0,0,0
1987,VT,762,95,44,215
1987,WA,6392,893,382,1785
1987,WI,9071,747,641,1635
1987,WV,2467,585,105,580
1987,WY,1149,148,94,406
1988,AK,898,182,59,401
1988,AL,6989,1254,510,1962
1988,AR,3238,642,162,911
1988,AS,0,0,0,0
1988,AZ,5690,1776,460,2397
1988,CA,47095,6328,4110,15272
1988,CO,6720,684,770,1994
1988,CT,6837,534,388,1067
1988,CZ,0,0,0,0
1988,DC,3289,281,631,437
1988,DE,1249,197,70,240
1988,FL,25183,7049,2689,10306
1988,FS,0,0,0,0
1988,GA,13082,1279,1609,3071
1988,GM,0,0,0,0
1988,HI,2477,163,166,384
1988,IA,3940,504,173,1078
1988,ID,1753,89,207,429
1988,IL,26478,2718,2245,4832
1988,IN,8092,1564,623,2051
1988,KS,4599,605,395,1181
1988,KY,4923,666,359,1021
1988,LA,9916,563,2028,1196
1988,MA,13898,1088,704,1287
1988,MD,10848,1186,1041,1989
1988,ME,1860,298,75,369
1988,MI,16818,2071,1745,3389
1988,MN,6059,901,301,1367
1988,MO,8673,1574,717,2040
1988,MP,0,0,0,0
1988,MS,3784,478,303,904
1988,MT,1293,242,40,417
1988,NB,2577,310,169,737
1988,NC,11469,1302,1239,1986
1988,ND,876,102,74,192
1988,NH,1858,153,82,438
1988,NJ,25646,1986,1039,4509
1988,NM,2885,450,222,984
1988,NV,2502,239,258,932
1988,NY,51564,4602,4403,10360
1988,OH,17907,2153,1401,3788
1988,OK,5393,790,389,1391
1988,OR,4178,247,261,1229
1988,OT,0,0,0,0
1988,PA,20566,1635,1392,2252
1988,PR,0,0,0,0
1988,RI,2140,227,68,243
1988,SC,5898,516,451,1270
1988,SD,889,180,40,217
1988,TN,8519,1655,633,2159
1988,TX,30253,6830,2654,9969
1988,UT,2542,390,127,644
1988,VA,11391,759,1029,2385
1988,VI,0,0,0,0
1988,VT,803,105,47,214
1988,WA,6625,807,443,1818
1988,WI,9397,792,799,1697
1988,WV,2449,565,92,571
1988,WY,1160,159,96,416
1989,AK,889,150,55,386
1989,AL,7158,1266,564,2033
1989,AR,3331,666,158,958
1989,AS,0,0,0,0
1989,AZ,6812,2201,536,2737
1989,CA,52530,8146,5333,17450
1989,CO,6785,741,788,2001
1989,CT,6814,525,403,1082
1989,CZ,0,0,0,0
1989,DC,3275,283,699,459
1989,DE,1294,214,85,269
1989,FL,26377,7793,2741,11586
1989,FS,0,0,0,0
1989,GA,13716,1549,1785,3287
1989,GM,0,0,0,0
1989,HI,2546,183,167,415
1989,IA,4022,487,193,1094
1989,ID,1763,117,217,440
1989,IL,26369,2710,2338,4912
1989,IN,8086,1713,617,2251
1989,KS,4723,591,418,1235
1989,KY,5020,688,400,1067
1989,LA,10089,625,1992,1290
1989,MA,13917,1057,721,1393
1989,MD,11025,1246,1135,2045
1989,ME,1878,312,81,377
1989,MI,18008,1998,2051,3441
1989,MN,6206,1016,330,1439
1989,MO,8810,1671,769,2114
1989,MP,0,0,0,0
1989,MS,3776,512,292,918
1989,MT,1315,231,42,441
1989,NB,2622,330,184,767
1989,NC,11826,1357,1324,2227
1989,ND,883,102,68,197
1989,NH,1878,166,83,453
1989,NJ,26018,2162,1061,4554
1989,NM,2913,486,215,1009
1989,NV,2655,235,280,1043
1989,NY,51170,4703,4644,10967
1989,OH,17642,2670,1419,4134
1989,OK,5512,1006,358,1513
1989,OR,4331,218,284,1191
1989,OT,0,0,0,0
1989,PA,20740,1682,1577,2333
1989,PR,0,0,0,0
1989,RI,2167,232,74,246
1989,SC,6151,575,464,1327
1989,SD,906,116,42,234
1989,TN,8996,1591,725,2233
1989,TX,30843,7881,2733,10935
1989,UT,2593,322,145,638
1989,VA,11794,813,1063,2522
1989,VI,0,0,0,0
1989,VT,818,157,43,269
1989,WA,6849,870,479,1983
1989,WI,9464,822,812,1843
1989,WV,2427,582,84,586
1989,WY,1148,173,87,430
1990,AK,916,119,72,397
1990,AL,7421,1284,593,2159
1990,AR,3443,764,165,1005
1990,AS,0,0,0,0
1990,AZ,7027,2271,571,2821
1990,CA,54320,8351,5785,18193
1990,CO,6874,762,808,2125
1990,CT,6985,534,428,1127
1990,CZ,0,0,0,0
1990,DC,3809,282,931,499
1990,DE,1720,176,118,341
1990,FL,27407,8577,3004,11954
1990,FS,0,0,0,0
1990,GA,14432,1564,1923,3457
1990,GM,0,0,0,0
1990,HI,2645,255,186,360
1990,IA,4114,521,208,1126
1990,ID,1763,115,221,469
1990,IL,26699,2979,2597,6313
1990,IN,8230,1759,628,2321
1990,KS,4971,655,435,1309
1990,KY,5191,760,435,1064
1990,LA,10539,568,2103,1305
1990,MA,13711,966,764,1577
1990,MD,11391,1329,1270,2196
1990,ME,1901,279,86,359
1990,MI,17878,1861,2025,3484
1990,MN,6343,911,369,1602
1990,MO,9139,1675,804,2253
1990,MP,0,0,0,0
1990,MS,3855,569,308,937
1990,MT,1336,216,46,440
1990,NB,2717,290,193,782
1990,NC,12468,1599,1400,2616
1990,ND,882,98,72,200
1990,NH,1897,157,84,457
1990,NJ,26343,2082,1193,4649
1990,NM,3013,439,237,1001
1990,NV,2799,268,295,1102
1990,NY,51163,4447,5119,10693
1990,OH,17975,2912,1565,4299
1990,OK,5610,1023,378,1635
1990,OR,4417,263,307,1259
1990,OT,0,0,0,0
1990,PA,21248,1647,1781,2412
1990,PR,0,0,0,0
1990,RI,2185,286,91,246
1990,SC,6458,637,465,1458
1990,SD,938,194,53,242
1990,TN,9053,1676,766,2724
1990,TX,32233,8232,2869,11733
1990,UT,2827,244,189,529
1990,VA,12341,889,1169,2631
1990,VI,0,0,0,0
1990,VT,835,109,47,218
1990,WA,7221,1266,502,1960
1990,WI,9457,854,906,1961
1990,WV,2459,542,91,544
1990,WY,1181,194,83,421
1991,AK,964,164,70,450
1991,AL,8806,1577,702,2539
1991,AR,3535,832,181,1080
1991,AS,0,0,0,0
1991,AZ,7119,2265,599,2923
1991,CA,55381,8847,6111,19062
1991,CO,7735,907,967,2387
1991,CT,6724,477,427,1099
1991,CZ,0,0,0,0
1991,DC,3546,217,956,429
1991,DE,1740,181,121,335
1991,FL,27868,9116,3135,12294
1991,FS,0,0,0,0
1991,GA,15890,1874,2148,4060
1991,GM,0,0,0,0
1991,HI,2755,198,171,445
1991,IA,4676,605,230,1244
1991,ID,1941,153,269,568
1991,IL,27040,3111,2784,6613
1991,IN,8368,1811,673,2399
1991,KS,5080,694,450,1343
1991,KY,5274,850,456,1058
1991,LA,10914,559,2470,1078
1991,MA,13255,862,805,1524
1991,MD,11737,1326,1375,2329
1991,ME,1871,278,83,323
1991,MI,17231,2452,1915,3530
1991,MN,6354,1005,382,1695
1991,MO,9121,1683,833,2240
1991,MP,0,0,0,0
1991,MS,3940,550,288,923
1991,MT,1356,252,51,465
1991,NB,2753,280,200,812
1991,NC,14475,1931,1527,3038
1991,ND,1006,112,79,222
1991,NH,1876,156,87,449
1991,NJ,26110,2212,1238,4586
1991,NM,3177,504,264,1076
1991,NV,2579,264,299,1017
1991,NY,51357,4391,5302,10736
1991,OH,18479,2624,1670,4467
1991,OK,6364,1031,505,1853
1991,OR,4477,287,315,1224
1991,OT,0,0,0,0
1991,PA,21264,1833,1821,2689
1991,PR,0,0,0,0
1991,RI,2173,248,96,274
1991,SC,7274,572,582,1537
1991,SD,986,171,54,246
1991,TN,8994,1930,753,2790
1991,TX,33992,8762,3387,12477
1991,UT,3902,284,311,795
1991,VA,13716,1031,1376,3035
1991,VI,0,0,0,0
1991,VT,843,103,47,243
1991,WA,7684,1038,538,2145
1991,WI,9765,956,949,2229
1991,WV,2566,516,95,566
1991,WY,1228,156,85,437
1992,AK,954,121,70,431
1992,AL,8969,1460,840,2575
1992,AR,3681,803,193,1118
1992,AS,0,0,0,0
1992,AZ,6971,2497,655,2921
1992,CA,54675,8879,6021,19087
1992,CO,7388,825,980,2294
1992,CT,6741,517,425,1143
1992,CZ,0,0,0,0
1992,DC,3438,242,986,541
1992,DE,1774,184,129,341
1992,FL,28203,9105,3277,12838
1992,FS,0,0,0,0
1992,GA,16554,2792,2333,4420
1992,GM,0,0,0,0
1992,HI,2810,197,192,479
1992,IA,5080,602,243,1334
1992,ID,2434,229,254,755
1992,IL,26872,3235,3004,5720
1992,IN,8531,1789,694,2478
1992,KS,5391,726,484,1390
1992,KY,6238,858,585,1209
1992,LA,10898,693,2243,1418
1992,MA,13779,905,836,1497
1992,MD,11242,1319,1396,2246
1992,ME,1911,274,83,333
1992,MI,17225,2526,1989,3630
1992,MN,6377,1024,421,1645
1992,MO,9214,1803,845,2286
1992,MP,0,0,0,0
1992,MS,4029,699,260,1042
1992,MT,1413,255,58,504
1992,NB,2756,267,209,800
1992,NC,15370,2141,1687,3222
1992,ND,1093,138,86,229
1992,NH,1886,160,85,440
1992,NJ,26114,2253,1288,4677
1992,NM,3194,534,248,1249
1992,NV,3002,337,363,1093
1992,NY,52309,4782,5693,10709
1992,OH,19700,2635,1841,4629
1992,OK,5882,1401,426,1596
1992,OR,4423,269,333,1258
1992,OT,0,0,0,0
1992,PA,21389,1643,1856,2388
1992,PR,0,0,0,0
1992,RI,2145,235,104,256
1992,SC,7196,766,586,1630
1992,SD,1024,168,63,231
1992,TN,9135,2076,767,2832
1992,TX,35372,8557,3511,12675
1992,UT,3227,163,285,668
1992,VA,13836,1049,1362,3078
1992,VI,0,0,0,0
1992,VT,841,111,47,217
1992,WA,7915,1072,583,2299
1992,WI,10250,1059,1038,2287
1992,WV,2600,539,99,576
1992,WY,1228,173,87,411
1993,AK,1010,167,72,448
1993,AL,8043,1524,676,2396
1993,AR,3748,885,211,1161
1993,AS,0,0,0,0
1993,AZ,7205,2586,685,2999
1993,CA,53868,9060,6050,18226
1993,CO,8287,902,1090,2509
1993,CT,6725,534,455,1164
1993,CZ,0,0,0,0
1993,DC,3425,283,965,549
1993,DE,1922,212,157,356
1993,FL,29491,9802,3539,13904
1993,FS,0,0,0,0
1993,GA,18563,3382,2432,5517
1993,GM,0,0,0,0
1993,HI,2816,221,175,460
1993,IA,4931,539,257,1314
1993,ID,2068,149,206,604
1993,IL,31707,4071,3498,7722
1993,IN,8416,2034,639,2616
1993,KS,5528,766,463,1472
1993,KY,6328,853,593,1242
1993,LA,11237,763,2297,1634
1993,MA,14111,964,907,1528
1993,MD,11510,1377,1432,2340
1993,ME,1925,305,82,358
1993,MI,17171,2450,1971,3915
1993,MN,6899,1137,491,1769
1993,MO,9396,1735,853,2438
1993,MP,0,0,0,0
1993,MS,4226,703,295,1125
1993,MT,1408,273,61,512
1993,NB,2759,284,225,818
1993,NC,15833,2264,1707,3312
1993,ND,1019,130,69,229
1993,NH,1892,162,89,450
1993,NJ,26173,2293,1353,4671
1993,NM,3196,463,236,1048
1993,NV,3005,282,359,1143
1993,NY,52834,4917,5945,10909
1993,OH,20027,2828,1991,4645
1993,OK,5810,1232,435,1651
1993,OR,4483,297,369,1261
1993,OT,0,0,0,0
1993,PA,21408,1435,1928,2369
1993,PR,0,0,0,0
1993,RI,2167,242,107,276
1993,SC,7326,790,631,1643
1993,SD,1021,193,49,229
1993,TN,9389,1998,860,2888
1993,TX,35537,10458,3545,13508
1993,UT,4066,202,356,812
1993,VA,14375,1729,1466,3497
1993,VI,0,0,0,0
1993,VT,896,111,52,229
1993,WA,8187,1148,644,2370
1993,WI,10436,1039,1146,2347
1993,WV,2588,528,99,541
1993,WY,1075,159,59,419
1994,AK,998,139,75,439
1994,AL,8179,1505,696,2505
1994,AR,3965,967,250,1251
1994,AS,0,0,0,0
1994,AZ,7429,2536,741,2995
1994,CA,54494,9214,6316,18783
1994,CO,8666,1302,1105,2877
1994,CT,6749,581,480,1186
1994,CZ,0,0,0,0
1994,DC,3190,236,935,419
1994,DE,1924,221,170,374
1994,FL,31431,10693,3845,15010
1994,FS,0,0,0,0
1994,GA,26218,5271,4405,8084
1994,GM,0,0,0,0
1994,HI,2662,251,190,478
1994,IA,4807,643,270,1311
1994,ID,1945,134,133,679
1994,IL,35067,4319,3829,7545
1994,IN,8515,2240,647,2678
1994,KS,5683,797,479,1535
1994,KY,6478,795,596,1258
1994,LA,11628,1098,2053,2105
1994,MA,15324,1103,1051,1559
1994,MD,11876,1583,1551,2404
1994,ME,1879,317,92,341
1994,MI,17512,2697,2093,3809
1994,MN,6962,1230,517,1809
1994,MO,9796,1942,917,2452
1994,MP,0,0,0,0
1994,MS,4477,772,299,1296
1994,MT,1416,276,69,498
1994,NB,2767,315,240,854
1994,NC,16255,2745,1753,3697
1994,ND,997,124,67,242
1994,NH,1910,174,93,459
1994,NJ,26386,2345,1406,4676
1994,NM,3278,484,247,1065
1994,NV,3210,328,400,1217
1994,NY,54117,4633,6464,11186
1994,OH,20583,3281,2109,4879
1994,OK,5926,1232,431,1650
1994,OR,4688,296,420,1297
1994,OT,0,0,0,0
1994,PA,21845,1502,1979,2524
1994,PR,0,0,0,0
1994,RI,2234,263,117,279
1994,SC,7544,966,617,1577
1994,SD,1033,254,43,295
1994,TN,9812,2277,883,3150
1994,TX,36629,11162,3760,14260
1994,UT,3678,591,265,970
1994,VA,14122,1646,1446,3474
1994,VI,0,0,0,0
1994,VT,828,117,48,213
1994,WA,8116,1119,687,2379
1994,WI,10388,1142,1188,2415
1994,WV,2734,521,104,540
1994,WY,1087,138,56,364
1995,AK,1051,180,83,457
1995,AL,8492,1708,699,2588
1995,AR,4389,859,354,1319
1995,AS,0,0,0,0
1995,AZ,7879,2710,827,3268
1995,CA,56345,9826,6873,19357
1995,CO,9755,1799,1227,3258
1995,CT,6891,578,532,1138
1995,CZ,0,0,0,0
1995,DC,2826,210,865,448
1995,DE,1936,216,171,374
1995,FL,32363,11149,4020,15377
1995,FS,0,0,0,0
1995,GA,27032,6069,4491,9032
1995,GM,0,0,0,0
1995,HI,2619,226,186,478
1995,IA,4684,624,271,1280
1995,ID,2092,154,137,697
1995,IL,29282,3289,3649,6200
1995,IN,8765,2207,684,2688
1995,KS,5854,908,441,1578
1995,KY,6581,877,639,1284
1995,LA,11866,1340,2041,2308
1995,MA,15079,1215,1062,1718
1995,MD,11901,1554,1627,2381
1995,ME,1942,318,91,331
1995,MI,19469,3280,2383,4304
1995,MN,7101,1268,562,1951
1995,MO,10223,1818,966,2605
1995,MP,0,0,0,0
1995,MS,4623,893,305,1384
1995,MT,1488,327,73,511
1995,NB,2832,367,266,887
1995,NC,16800,3056,1780,3785
1995,ND,1058,146,67,267
1995,NH,1946,184,108,451
1995,NJ,26554,2481,1472,4865
1995,NM,3461,492,262,1141
1995,NV,3358,363,403,1286
1995,NY,60977,4681,7886,11311
1995,OH,20522,4070,2161,5064
1995,OK,6226,1615,448,1682
1995,OR,5625,430,585,1605
1995,OT,0,0,0,0
1995,PA,22013,1546,2147,2643
1995,PR,0,0,0,0
1995,RI,2217,260,125,292
1995,SC,8944,873,822,2150
1995,SD,1077,273,47,291
1995,TN,9867,2523,919,3154
1995,TX,39301,10622,4189,14251
1995,UT,4681,355,428,1007
1995,VA,16344,1346,1657,3538
1995,VI,0,0,0,0
1995,VT,865,118,62,228
1995,WA,8349,1212,755,2346
1995,WI,10668,1216,1301,2492
1995,WV,2864,480,112,539
1995,WY,1108,119,60,389
1996,AK,1072,178,84,475
1996,AL,8794,1764,719,2894
1996,AR,4612,901,392,1381
1996,AS,0,0,0,0
1996,AZ,8144,3036,881,3534
1996,CA,58997,10173,7342,20666
1996,CO,10961,1565,1512,3853
1996,CT,7869,839,601,1450
1996,CZ,0,0,0,0
1996,DC,2738,251,894,508
1996,DE,1930,214,178,393
1996,FL,33107,10106,4243,15624
1996,FS,0,0,0,0
1996,GA,26892,5738,4560,8673
1996,GM,0,0,0,0
1996,HI,2676,201,203,500
1996,IA,4768,611,386,1419
1996,ID,2356,167,166,737
1996,IL,29128,3722,3723,6422
1996,IN,9006,2298,700,2887
1996,KS,5888,991,443,1668
1996,KY,6639,1071,655,1316
1996,LA,11937,1401,2195,2458
1996,MA,16179,1356,1234,1728
1996,MD,11958,1533,1679,2402
1996,ME,1940,311,100,342
1996,MI,19893,3010,2457,4302
1996,MN,7269,1251,648,2053
1996,MO,10389,1818,997,2842
1996,MP,0,0,0,0
1996,MS,4876,894,344,1398
1996,MT,1521,340,78,559
1996,NB,2930,295,281,875
1996,NC,17287,3212,1853,4122
1996,ND,1129,138,73,261
1996,NH,2011,214,127,453
1996,NJ,26843,2492,1586,4859
1996,NM,3545,471,281,1144
1996,NV,3519,374,429,1375
1996,NY,60568,6024,7926,11534
1996,OH,21031,4115,2348,5555
1996,OK,6234,1400,473,1704
1996,OR,4954,405,453,1552
1996,OT,0,0,0,0
1996,PA,22098,1554,2290,2682
1996,PR,0,0,0,0
1996,RI,2217,239,128,297
1996,SC,7906,1002,763,1822
1996,SD,1096,277,49,326
1996,TN,10631,2524,1029,3452
1996,TX,40172,10978,4281,14391
1996,UT,4268,957,304,1298
1996,VA,17066,1423,1832,3640
1996,VI,0,0,0,0
1996,VT,1213,109,84,305
1996,WA,8626,1460,790,2555
1996,WI,10763,1278,1330,2679
